ship_id,name,url,image_url,description,ship_class,year_built,year_refurbished,propulsion,hull_type,passenger_capacity,passenger_capacity_range,number_of_cabins,longest_bed_size_inches,minimum_age_for_children,childrens_discount,fuel_surcharge,num_itineraries,best_itinerary_rating,avg_itinerary_rating,internet_access,outdoor_dining,scuba_diving,kayaks_on_board,soap_and_shampoo_provided,hairdryers_provided,air_conditioning_controllable_in_cabin,wetsuits_free_of_charge,snorkel_gear_free_of_charge,has_jacuzzi_hot_tub,has_exercise_room_or_machines,has_medical_professional_onboard,has_glass_bottom_boat,has_dedicated_family_departures,accept_children_of_any_age,has_discounts_for_children,bunk_beds_only,interconnecting_cabins,triple_cabins,solo_passenger_cabins,cabins_with_private_balconies,beds_have_footboards,tall_person_friendly,reduced_mobility_friendly,solo_traveller_friendly,high_low_season_price,christmas_holiday_surcharge,member_of_local_industry_association
1300,MARY ANNE,https://www.galapagosadvisor.com/ships/mary-anne/,https://www.galapagosadvisor.com/media/1053/mary-anne-ship.jpg,"The Mary Anne is the perfect ship for those who love to travel by sail. She has 1,000 m 2 of canvas sails with which she majestically takes to the waves. This precious 3-masted barquentine, the only one of its kind in the islands, can accommodate up to 16 guests in her 4 double and 8 single cabins. All cabins have private bathrooms with hot water and are designed with 1 double lower berth and a single upper berth. She also features 2 double cabins with lower berths.",First Class,1997,2014,Motor & Sail,Monohull,16,8 - 16,12,79,,Children under 12 have a 25% discount,$0.00,2,70.0,63.5,False,True,False,True,True,True,True,False,True,False,False,False,False,False,True,True,False,False,True,True,False,True,True,True,True,False,True,True
1301,MERAK,https://www.galapagosadvisor.com/ships/merak/,https://www.galapagosadvisor.com/media/1050/velero-merak-28.jpg,"Merak is an attractive, small 8-person sailing yacht - and in fact the only available budget Galapagos yacht that can genuinely operate with sails (although it does not necessarily always do so). It is smaller than any other yacht and has fairly basic facilities but has always been popular among those looking for a good experience at a good price.",Tourist,1985,2016,Motor & Sail,Monohull,8,8 - 16,4,86,,25%,$0.00,3,67.0,66.0,False,False,False,False,True,False,False,True,True,False,False,False,False,True,True,True,True,False,False,False,False,False,True,True,False,True,True,False
1590,MONSERRAT,https://www.galapagosadvisor.com/ships/monserrat/,https://www.galapagosadvisor.com/media/1054/monserrat-ship.jpg,"Monserrat is named after the Virgin of Montserrat, patroness of Catalonia in Spain. For centuries, sailors worldwide have adopted her as their loyal companion and have revered her as their protector through their journeys at sea. Our yacht proudly carries her name as an amulet for both our sailors and guests. Through our commitment to personalized service and attention to detail, Monserrat Galapagos Expeditions aims to create the perfect setting for an unforgettable experience on the enchanted islands.",First Class,2005,2011,Motor,Monohull,20,17 - 32,10,78,,CHILD DISCOUNT: 15% (Child must be under 12 years) One child discount per every 2 adults fare paid.,$0.00,8,66.0,63.0,False,False,False,True,True,True,True,True,True,False,False,False,False,False,True,True,False,False,True,False,False,True,True,False,False,False,True,True
1758,NATURAL PARADISE,https://www.galapagosadvisor.com/ships/natural-paradise/,https://www.galapagosadvisor.com/media/1086/naturalparadise-ship.jpg,"Natural Paradise is a new luxury yacht for those travelers with discerning tastes. This intimate, customized vessel transports 16 passengers through the enchanted Galapagos Islands on 8, 5 and 4 day itineraries. Snorkeling gear, wetsuit and underwater camera are available for your use. After a day of exploring the Galapagos’ unique environment, relax with a cocktail from the bar in the main deck sitting area, or up on the spacious sundeck which has chaise lounges and a jacuzzi, as well as an al fresco dining area. The upper deck double cabins enjoy a private balcony from where to watch the moonlight reflect over the waves.",Luxury,2015,2015,Motor,Monohull,16,8 - 16,9,,6,10% discount for children under 12 years old on the date of travel. 1 child for each adult,,4,66.0,65.0,True,False,True,True,True,False,True,True,True,True,False,False,False,False,False,True,False,False,False,True,True,False,True,True,True,False,False,False
1303,NEMO I,https://www.galapagosadvisor.com/ships/nemo-i/,https://www.galapagosadvisor.com/media/1052/nemo-1-ship.png,"The Nemo I is a 14-passenger sailing catamaran, offering a unique cruising experience in the Galapagos. It was designed and built in France by Dufour & Sparks. On the Nemo I, you will experience the Galapagos to its fullest. Most social areas are open deck spaces where you will constantly enjoy spectacular views of the islands and their volcanic rock formations. These areas include various lounges and catamaran netting at the front. Meals are served in the indoor and outdoor dining areas. When weather conditions permit we can turn off the engines and raise the sails, navigating silently through one the world’s natural wonders.",Tourist Superior,1996,2014,Motor & Sail,Catamaran,14,8 - 16,7,76,,20% discount for children less than 12 years old,$0.00,8,73.0,66.9,False,True,False,True,True,False,True,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,True,False,False,True,True
1304,NEMO II,https://www.galapagosadvisor.com/ships/nemo-ii/,https://www.galapagosadvisor.com/media/1017/nemo-ii-ship-2.jpg,"The Nemo II is a large trans-oceanic, alumarine, 72-foot, multihull yacht; a wonderfully stable cruising vessel. Her availability for charters makes her an ideal choice for families and groups of friends. Divers will appreciate that she comes fully equipped with diving gear. Nemo II was specially designed by Lagenvin to take up to 12 passengers, accommodated in seven double cabins, each with a private bathroom. The ingeniously designed salon, vast cockpit and unique exterior surface make this beautiful catamaran an exceptional choice for your Galapagos cruise.",First Class,0,2014,Motor & Sail,Catamaran,14,8 - 16,7,76,3,Child discount: 25%. Only applicable for children under 12 years,$0.00,4,70.0,65.2,False,True,False,True,True,False,True,False,True,False,False,False,False,False,False,True,False,False,True,True,False,True,True,False,True,False,True,True
1305,NEMO III,https://www.galapagosadvisor.com/ships/nemo-iii/,https://www.galapagosadvisor.com/media/1018/nemo-iii.jpg,"Nemo III motor sail catamaran offers 8 days luxury cruise (Sunday to Sunday) in the Galapagos Islands, with daily excursions to different islands in 2 itineraries (North and South) switching between them every week. The ship boast a great jacuzzi on the sun deck - there are few better ways to enjoy happy hour after a day of excursions.",First Class,1990,2014,Motor & Sail,Catamaran,16,8 - 16,8,76,3,"25% discount, Only applicable for children under 12 years.",$0.00,6,67.0,65.7,False,True,False,True,True,False,True,False,True,True,False,False,False,False,False,True,False,False,True,True,False,True,True,False,True,False,True,True
1307,OCEAN SPRAY,https://www.galapagosadvisor.com/ships/ocean-spray/,https://www.galapagosadvisor.com/media/1056/ocean_spray-ship.jpg,"The Mega-Catamaran Ocean Spray offers the best performance and comfort in Galapagos Cruising. The elegant design includes a huge sundeck, Jacuzzi and spacious cabins each with private balcony. Her speed, comfort, top guides and itinerary will make Ocean Spray perfect for your luxury Galapagos cruise. Kayaks are also available for use. Cruise itineraries on the Ocean Spray range from a 4 day introduction to the Galapagos to a 15 day mega cruise where you'll thoroughly explore the Galapagos from end-to-end.",Luxury,2011,2014,Motor,Catamaran,16,8 - 16,9,78,7,"25% Discount for children under 12 years old (1 child per 2 adults). Discounts for children do not apply during Christmas, New Year's and Easter dates",$0.00,6,70.0,66.0,True,True,False,True,True,True,True,True,True,True,False,False,False,False,True,True,False,False,True,True,True,False,True,True,True,False,False,False
1306,ODYSSEY,https://www.galapagosadvisor.com/ships/odyssey/,https://www.galapagosadvisor.com/media/1088/yacht_odyssey_3test2.jpg,"Climb aboard the Odyssey, and find your luxurious home away from home. Each of the ten cabins features individually controlled air-conditioning, a small desk, sofa, mini-bar & closet, storage drawers, and a spacious private bathroom with a hot water shower. Additionally, all cabins have three panoramic windows which can be opened to fresh sea breezes. The Odyssey has several elegant and inviting social areas where you can unwind outside of your room. Relax and enjoy the war",First Class,2008,2014,Motor,Monohull,16,8 - 16,10,82,6,Child discount: 20% of net rate. Only applicable for children under 12 years travelling with two adults,$0.00,3,67.0,65.3,False,True,False,True,True,True,True,False,True,True,False,False,False,False,False,True,False,False,True,True,False,True,True,True,True,False,True,True
1751,Origin Theory & Evolve,https://www.galapagosadvisor.com/ships/origin-theory-evolve/,https://www.galapagosadvisor.com/media/1083/origin.jpg,"The Origin combines modern sophistication and a high level of comfort and service, with quality guided land excursions in small groups, gastronomical experiences, exciting physical activities and a dose of intellectual science providing guests a life enriching experience.",Luxury,2016,0,Motor,Monohull,20,17 - 32,10,,11,15% discount for children age 17 and under,,2,67.0,66.0,True,True,False,True,True,True,True,True,True,True,True,False,True,True,False,True,False,True,True,True,False,False,True,True,True,False,True,False
1308,PASSION,https://www.galapagosadvisor.com/ships/passion/,https://www.galapagosadvisor.com/media/1057/passion-yacht-1.jpg,"Originally built as a private luxury yacht, the M/Y Passion has been completely refurbished while still retaining many of its elegant features such as its rose-colored marble bathrooms and teak wood decks. It offers a sense of relaxed refinement and exclusivity, as the boat was never before used for tourism. Ideal for families and private charters. The yacht boasts an exceptional amount of space for only 12 passengers. It has ample social areas, a panoramic sky lounge, separate dining room, spacious sun decks for al fresco dining and a secluded sun deck with jacuzzi.",Luxury,1973,2014,Motor,Monohull,12,8 - 16,6,,,N/A,$0.00,2,70.0,63.5,False,True,True,True,True,True,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,True,True
1571,PETREL,https://www.galapagosadvisor.com/ships/petrel/,https://www.galapagosadvisor.com/media/1058/petrel-ship.jpg,"The best way to see the Galapagos Islands is on board a luxury cruise. On the Petrel, guests travel in comfort to the different islands, where they have up-close encounters with blue-footed boobies, iguanas, giant tortoises, whales and more. It offers a deluxe way to visit these magical islands. A motorized catamaran, the Petrel is designed for comfort and stability and is outfitted with spacious cabins, a comfortable lounge, and Jacuzzi. On the Petrel, we emphasize the remarkable Natural History of Galapagos, selecting guides who are knowledgeable about biology and ecology in addition to having excellent language skills and client reviews.",Luxury,0,0,Motor,Catamaran,16,8 - 16,0,72,7,"25% Discount for children under 12 years old (1 child per 2 adults). Discounts for children do not apply during Christmas, New Year's and Easter dates",$0,6,70.0,65.2,False,True,True,True,True,True,True,True,True,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False
3591,QUEEN OF GALAPAGOS,https://www.galapagosadvisor.com/ships/queen-of-galapagos/,https://www.galapagosadvisor.com/media/1403110/queen-of-galapagos.jpg,,Tourist Superior,2007,2014,Motor,Monohull,16,8 - 16,10,74,2,� 20%�discount for children less than 12 years traveling with two adults ��,$0.00,0,,,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,True,False,True,False
1311,REINA SILVIA,https://www.galapagosadvisor.com/ships/reina-silvia/,https://www.galapagosadvisor.com/media/1041/reina-silvia-ship.jpg,"This boat has features not found on other yachts of its class: A handy boarding and swim platform; an extended bow pulpit for scouting whales and dolphins; a large lounge and bar, with circular seating that assures you a 360-degree view of the Islands. You’ll cruise the islands in comfort, enjoying tasteful cuisine, informative lectures by the certified naturalist guide, and curling up in the library to read or watch nature films. The six staterooms have twin or king sized beds, and four rooms include a hidden berth for the third member of your party. All have air conditioning and a large, en-suite bathroom with full-size shower.",First Class,1983,2013,Motor,Monohull,12,8 - 16,6,74,6,20% discount for kids under 12,$0.00,2,71.0,67.0,False,False,False,True,True,True,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False,False,True,True
1312,SAMBA,https://www.galapagosadvisor.com/ships/samba/,https://www.galapagosadvisor.com/media/1022/samba.jpg,"The 14 passenger Samba is a graceful, non-obtrusive vessel - it doesn't impose itself on the Galapagos landscape you are out there to experience. It's ideally suited to take you on a journey of exploration and introspection. The guides' focus is on nurturing a st ate of mind which encourages you to engage more fully with your natural surroundings. One cabin has a double bed, while the others have an extra-wide lower bunk, which can accommodate a cozy couple, plus a single upper berth. The steel-hulled yacht is air conditioned and all cabins have private bathrooms. There's an indoor salon and one outdoor dining area astern.",Tourist Superior,1966,2014,Motor & Sail,Monohull,14,8 - 16,7,80,7,"20% for less than 14 years of age, max 1 child / 2 adults.",$0.00,2,68.0,66.0,False,False,False,True,True,False,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True
1313,SANTA CRUZ II,https://www.galapagosadvisor.com/ships/santa-cruz-ii/,https://www.galapagosadvisor.com/media/1087/71-barco-1.jpg,"The ship has a crew of 50, 8 Naturalist Guides and a permanently stationed medical officer available 24/7. The Santa Cruz II accommodates up to 90 guests with a generous amount of public and social areas, a reading room and natural history library, a restaurant and elegant dining areas, bar and lounges, and sundecks perfect for whale watching or sun bathing in comfortable loungers or in the ships Jacuzzi. The Santa Cruz is an exciting vessel to tour the Galapagos as they also feature a glass bottom, creating an interesting alternative to snorkeling!",First Class,2002,2015,Motor,Monohull,90,61 - 100,50,82,6,Children under 12 sharing a cabin with their parents or guardians: 25% off. (Applies only to one child per adult paying full fare),$0.00,3,68.0,65.0,True,True,False,True,True,True,True,False,True,True,True,True,True,True,False,True,False,True,True,True,False,False,True,True,True,True,True,True
1592,SEA MAN JOURNEY,https://www.galapagosadvisor.com/ships/sea-man-journey/,https://www.galapagosadvisor.com/media/1044/seaman-ii-galapagos-cruise.jpg,"The Seaman Journey has everything you need for a fantastic Galapagos Cruise. The catamaran features nine large, comfortable double cabins with outside views, private bathrooms, hot water, a locker and closet. The spacious rooms each have full air-conditioning and individual climate control. On-board you’ll also find a comfortable dining room, two bars, a lounge, library, TV/DVD, stereo, first aid, an ice maker, observation deck, a water purifier and spacious sundeck with chairs for relaxing in the sea breeze.",First Class,2007,2014,Motor,Catamaran,16,8 - 16,8,82,6,Child discount: 10% discount for one child. Only applicable for children under 12 years travelling with two adults.,$0.00,4,76.0,67.8,False,True,False,True,True,True,True,False,True,False,False,False,False,False,False,True,False,False,True,True,False,False,True,True,True,False,False,True
3763,Solaris,https://www.galapagosadvisor.com/ships/solaris/,https://www.galapagosadvisor.com/media/1403144/solaris1.jpg,"Welcome aboard Motor Yacht Solaris! This beautiful and modern yacht comprises comfort and relaxation into one. There’s a special and unique feature that can’t be underestimated- this Galapagos cruise is 100% solo traveller friendly! You can forget about single supplement headaches and join one of our 5 main deck cabins! Furthermore, our trained crew & cruise director, assisted by our naturalist guide, will be ready to serve your every need, making your stay as comfortable as possible.",First Class,0,0,Motor & Sail,Monohull,16,8 - 16,11,,,"Every 2 confirmed adults, 1 child has a 20% discount",,4,73.0,67.5,False,False,True,True,True,True,True,False,True,False,False,False,False,False,True,True,False,False,True,True,False,False,True,True,True,False,True,False
1315,TIP TOP II,https://www.galapagosadvisor.com/ships/tip-top-ii/,https://www.galapagosadvisor.com/media/1023/tip-top-ii-ship.jpg,"The 16 passenger catamaran, Tip Top II was built in 2008 and redesigned in 2015-2016 to offer the highest level of comfort and the best experience in the Islands. Locally owned and operated by a Galapagos family, we are constantly ensuring the best service on board.",First Class,2001,2015,Motor,Monohull,16,8 - 16,10,6,6,50% over the Gross rate for children between 6 to 11 years and 11 months old.,$0,4,72.0,65.5,False,False,False,True,True,True,True,False,True,False,False,False,False,False,False,True,False,True,False,True,True,False,True,True,True,False,False,True
1317,TIP TOP IV,https://www.galapagosadvisor.com/ships/tip-top-iv/,https://www.galapagosadvisor.com/media/1025/tip-top-iv.jpg,"The Tip Top IV continues the tradition of fine cruising as the latest superior Galapagos yacht in the Wittmer line. She has all of the fine features of her older sister ships, with a few more modern conveniences. Relax onboard with lavish amenities like the roomy sundeck, inviting dining room, well-stocked bar, full library, air conditioning, and carpeting throughout. Each of the craft's ten cabins comes with a private bathroom (equipped with both hot and cold water), a personal safe, and a wardrobe.",First Class,2006,2006,Motor,Monohull,16,8 - 16,10,6,6,50% over the Gross rate for children between 6 to 11 years and 11 months old.,0,4,68.0,67.0,False,False,False,True,True,True,True,False,True,False,False,False,False,False,False,True,False,True,False,True,True,False,True,True,True,False,False,True
3708,TIP TOP V,https://www.galapagosadvisor.com/ships/tip-top-v/,https://www.galapagosadvisor.com/media/1403118/tt-v-ship.jpg,This ship is newly constructed and starts service in May 2019.,First Class,2019,0,Motor,Catamaran,16,8 - 16,10,,6,50% over Gross Rate for childer between 6 to 11 years and 11 months old,"cost per gallon of diesel of US$3,50",0,,,False,True,False,True,True,True,True,False,True,False,False,False,False,False,False,True,False,True,False,True,True,False,False,True,False,False,False,False
1318,TREASURE OF GALAPAGOS,https://www.galapagosadvisor.com/ships/treasure-of-galapagos/,https://www.galapagosadvisor.com/media/1026/treasure.jpg,"Treasure of Galapagos catamaran cruise combines the best performance and comfort in Galapagos Cruising, accommodating 16 guests with the highest safety standards on ocean view suites each with a private balcony. Its neat design includes a sundeck, Jacuzzi and spacious social areas. Experience Galapagos in the Treasure of Galapagos cruise with the most qualified naturalist guides and be prepared to discover Galapagos Islands mysteries!!!",First Class,2009,2013,Motor,Catamaran,16,8 - 16,9,78,,"Every 2 confirmed adults, 1 child has a 20% discount",$0.00,3,66.0,63.3,False,False,True,True,True,True,True,False,True,True,False,False,False,False,True,True,False,False,True,True,True,True,True,True,True,False,True,True
1584,XPERIENCE,https://www.galapagosadvisor.com/ships/xperience/,https://www.galapagosadvisor.com/media/1061/eclipse-ship.jpg,"The Eclipse Luxury cruise ship was designed to offer an abundance of space with half the amount of passengers you would normally find on another similar cruise liner in the Galapagos. The impressive amenities guests can find onboard throughout her classic designs are the library/video room, interior dining area, an al fresco dining space, lounge, indoor and outdoor bar, boutique, swimming pool, souvenir shop and a jacuzzi perfect for watching the Galapagos drift by in total relaxation.",Luxury,1982,2014,Motor,Monohull,48,33 - 60,24,78,4,"Children under 12 years sharing the cabin with an adult 25% discount over the gross rates on all departures except Easter (April 8-15), Christmas (Dec 23-30) and New Year (Dec 30-Jan 06) cruises",$260,2,69.0,67.5,True,True,False,True,True,True,True,True,True,True,True,True,False,True,False,True,False,True,False,False,False,False,True,False,True,True,True,True
1580,XPLORATION,https://www.galapagosadvisor.com/ships/xploration/,https://www.galapagosadvisor.com/media/1046/athala-ship.jpg,"The Celebrity Xploration (formerly Athala) is one of the most stable and luxurious catamarans that cruise the Galapagos Islands. Their luxury services truly make the difference offering an unbeatable experience. The Cruise Manager onboard will take care of every guest's need while enjoying the spacious social areas including Jacuzzi, an ample indoor dining room, an al fresco area with spectacular views of the surrounding Galapagos Islands, exercise equipment and a large lounge with comfortable seating where daily briefing will take place, complemented with plenty of books, videos and documentaries.",Luxury,2007,2014,Motor,Catamaran,16,8 - 16,8,78,7,25% over the gross rate for less than 12 years except Easter (April 8-15) Christmas (Dec 23-30) and New Year (Dec 30-Jan 06) cruises,,2,69.0,67.5,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,True,False,True,False,False,True,False,True,True,False,True,True,True
1608,YOLITA II,https://www.galapagosadvisor.com/ships/yolita-ii/,https://www.galapagosadvisor.com/media/1040/yolita-exterior1.jpg,"The San Jose was carefully planned and built during 2004 in Guayaquil, Ecuador, with the comfort of her guests in mind. Each of the eight double cabins has full air-conditioning, a private bathroom, and is incredibly spacious. Additionally, the engine room is located below the living and dining room, ensuring that all guestrooms are the quiet island escape you want. The San Jose also offers plenty of open areas to relax; there are two carpeted deck areas with reclining chairs and and outdoor bar.",Tourist Superior,2007,2014,Motor,Monohull,16,8 - 16,10,74,2,� 20%�discount for children less than 12 years traveling with two adults ��,$0.00,4,74.0,65.5,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,True,False,True,False
